Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,G+A,CrdR,PrgC,SoT%,KP,Touches
1422,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,24.0,2000.0,32,27,2389,7,4,11,0,120,36.2,65,1276
1423,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,19.0,2005.0,14,12,951,0,0,0,0,23,50.0,5,629
1424,Marash Kumbulla,al ALB,DF,Espanyol,es La Liga,24.0,2000.0,35,34,2972,3,0,3,0,11,31.3,1,1845
1425,Jonah Kusi-Asare,se SWE,FW,Bayern Munich,de Bundesliga,17.0,2007.0,1,0,3,0,0,0,0,0,0.0,0,3
1426,Daler Kuzyaev,ru RUS,MF,Le Havre,fr Ligue 1,31.0,1993.0,12,6,567,1,0,1,0,4,75.0,2,317
1427,Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,it Serie A,23.0,2001.0,17,15,1178,5,3,8,0,74,32.7,28,659
1428,Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,fr Ligue 1,23.0,2001.0,14,11,916,4,3,7,0,50,44.1,25,668
1429,Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,de Bundesliga,26.0,1998.0,7,0,172,0,0,0,0,4,16.7,4,104
1430,Giorgos Kyriakopoulos,gr GRE,DF,Monza,it Serie A,28.0,1996.0,34,33,2845,2,4,6,0,67,33.3,41,1692
1431,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,26.0,1998.0,1,0,4,0,0,0,0,0,29.907323340471095,0,8
1432,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,21.0,2003.0,14,6,637,2,1,3,0,17,35.7,7,275
1433,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,30.0,1994.0,28,20,1829,11,4,15,0,30,28.6,27,730
1434,Nediljko Labrović,hr CRO,GK,Augsburg,de Bundesliga,24.0,1999.0,15,15,1350,0,0,0,0,0,29.907323340471095,0,546
1435,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,33.0,1991.0,30,24,2051,15,2,17,0,24,58.5,26,742
1436,Younes Lachaab,fr FRA,"MF,FW",Lille,fr Ligue 1,19.0,2005.0,2,0,9,0,0,0,0,1,0.0,0,8
1437,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,24.0,2000.0,35,35,3116,1,1,2,0,8,16.7,8,1934
1438,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,25.0,1999.0,12,12,1080,0,0,0,0,0,29.907323340471095,2,408
1439,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,20.0,2004.0,8,7,583,0,1,1,0,1,29.907323340471095,1,487
1440,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,27.0,1997.0,29,19,1699,2,2,4,0,87,33.3,20,1421
1441,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,31.0,1992.0,21,6,757,1,0,1,0,25,25.0,9,565
1442,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,32.0,1991.0,30,29,2686,3,2,5,0,58,44.4,41,2043
1443,Adam Lallana,eng ENG,MF,Southampton,eng Premier League,36.0,1988.0,14,5,361,0,2,2,0,6,0.0,4,318
1444,Mathis Lambourde,fr FRA,"FW,MF",Hellas Verona,it Serie A,18.0,2006.0,7,0,89,1,0,1,0,1,50.0,1,38
1445,Mohamed Lamine Bayo,gn GUI,FW,Lille,fr Ligue 1,26.0,1998.0,12,4,309,2,1,3,0,4,40.0,4,98
1446,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,23.0,2000.0,15,10,860,2,2,4,0,32,33.3,5,535
1447,Will Lankshear,eng ENG,"FW,MF",Tottenham,eng Premier League,19.0,2005.0,3,0,11,0,0,0,0,0,29.907323340471095,0,3
1448,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,it Serie A,34.0,1990.0,12,1,310,0,0,0,0,7,20.0,3,96
1449,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,29.0,1995.0,32,21,1764,7,2,9,0,20,36.8,8,561
1450,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,fr Ligue 1,27.0,1997.0,34,34,3060,0,0,0,0,0,29.907323340471095,1,1303
1451,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,20.0,2004.0,33,28,2393,3,1,4,0,16,47.6,21,1478
1452,Juanmi Latasa,es ESP,FW,Valladolid,es La Liga,23.0,2001.0,28,14,1398,3,0,3,1,3,32.5,13,390
1453,Toni Lato,es ESP,DF,Mallorca,es La Liga,26.0,1997.0,14,7,621,0,0,0,1,15,29.907323340471095,6,396
1454,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,20.0,2004.0,16,11,797,0,1,1,0,3,0.0,7,493
1455,Valentino Lazaro,at AUT,"DF,FW",Torino,it Serie A,28.0,1996.0,33,26,2307,0,6,6,0,35,12.5,33,1368
1456,Darko Lazović,rs SRB,"DF,MF",Hellas Verona,it Serie A,33.0,1990.0,27,17,1459,2,3,5,0,22,15.8,18,659
1457,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,30.0,1993.0,25,16,1406,0,1,1,0,72,33.3,20,896
1458,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,26.0,1997.0,16,15,1378,0,1,1,0,7,30.0,5,994
1459,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,26.0,1998.0,2,1,102,0,0,0,0,1,50.0,0,23
1460,Enzo Le Fée,fr FRA,MF,Roma,it Serie A,24.0,2000.0,6,4,318,0,0,0,0,15,50.0,3,297
1461,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,27.0,1996.0,27,24,2151,1,0,1,0,11,27.3,3,1523
1462,Nicola Leali,it ITA,GK,Genoa,it Serie A,31.0,1993.0,29,29,2610,0,0,0,0,0,29.907323340471095,0,999
1463,Rafael Leão,pt POR,FW,Milan,it Serie A,25.0,1999.0,34,25,2323,8,8,16,0,123,43.9,58,1135
1464,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,33.0,1991.0,30,30,2700,0,0,0,0,0,29.907323340471095,3,1090
1465,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,31.0,1993.0,20,17,1526,2,2,4,0,23,36.4,19,1228
1466,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,30.0,1993.0,34,34,3060,0,1,1,0,6,11.1,10,2144
1467,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,25.0,1999.0,30,29,2546,1,2,3,0,20,44.4,13,1803
1468,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,26.0,1998.0,14,6,674,1,0,1,0,4,16.7,2,473
1469,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,33.0,1991.0,37,37,3325,2,3,5,0,21,29.3,14,2486
1470,Stefan Lekovic,rs SRB,DF,Monza,it Serie A,20.0,2004.0,7,3,367,0,0,0,0,4,0.0,0,225
1471,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,31.0,1993.0,16,8,773,0,0,0,0,13,0.0,8,521
1472,Nunzio Lella,it ITA,MF,Venezia,it Serie A,24.0,2000.0,1,0,5,0,0,0,0,0,29.907323340471095,0,1
1473,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,28.0,1995.0,5,0,85,0,0,0,0,1,50.0,2,78
1474,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20.0,2003.0,27,20,1779,4,3,7,0,35,36.0,29,935
1475,Mario Lemina,ga GAB,"MF,DF",Wolves,eng Premier League,30.0,1993.0,17,15,1364,1,3,4,0,8,27.8,10,809
1476,Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,29.0,1995.0,23,23,1972,2,1,3,0,16,40.0,5,1583
1477,Bernd Leno,de GER,GK,Fulham,eng Premier League,32.0,1992.0,38,38,3420,0,1,1,0,0,29.907323340471095,2,1479
1478,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,31.0,1992.0,32,32,2880,0,2,2,0,0,29.907323340471095,3,1231
1479,Giovanni Leoni,it ITA,DF,Parma,it Serie A,17.0,2006.0,17,14,1199,1,0,1,1,0,50.0,1,774
1480,Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,24.0,2000.0,28,18,1629,9,0,9,0,26,41.5,7,504
1481,Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,21.0,2002.0,29,23,2048,2,1,3,0,25,25.0,8,992
1482,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,eng Premier League,29.0,1994.0,33,26,2274,0,1,1,0,13,30.8,10,1406
1483,Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,18.0,2006.0,16,8,816,2,1,3,0,11,55.6,12,411
1484,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,35.0,1988.0,34,32,2667,27,2,29,0,27,40.5,19,841
1485,Jamie Leweling,de GER,"MF,FW",Stuttgart,de Bundesliga,23.0,2001.0,27,22,1663,2,2,4,0,55,55.2,25,801
1486,Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,19.0,2004.0,28,21,1893,1,2,3,1,39,20.0,7,1477
1487,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,23.0,2001.0,38,36,3093,1,3,4,0,98,50.0,26,1613
1488,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,17.0,2006.0,23,15,1369,1,0,1,2,37,33.3,8,905
1489,Ben Lhassine Kone,ci CIV,MF,Como,it Serie A,24.0,2000.0,4,0,51,0,0,0,0,0,0.0,0,35
1490,Mattia Liberali,it ITA,MF,Milan,it Serie A,17.0,2007.0,1,1,61,0,0,0,0,1,0.0,1,38
1491,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,28.0,1996.0,32,31,2770,1,0,1,0,44,12.5,6,2520
1492,Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,24.0,1999.0,29,25,2123,2,0,2,0,7,50.0,6,1608
1493,Pedro Lima,br BRA,DF,Wolves,eng Premier League,18.0,2006.0,3,1,70,0,0,0,0,4,100.0,2,48
1494,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,30.0,1994.0,16,6,704,0,0,0,0,5,29.907323340471095,3,452
1495,Jesper Lindstrøm,dk DEN,FW,Everton,eng Premier League,24.0,2000.0,25,15,1239,0,1,1,0,30,35.7,19,625
1496,Karol Linetty,pl POL,MF,Torino,it Serie A,29.0,1995.0,28,18,1540,1,0,1,0,18,23.5,10,732
1497,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,es La Liga,24.0,1999.0,31,21,1552,3,4,7,0,72,40.0,22,1038
1498,Pol Lirola,es ESP,DF,Marseille,fr Ligue 1,26.0,1997.0,19,5,680,1,2,3,1,12,16.7,8,460
1499,Dailon Livramento,cv CPV,"FW,MF",Hellas Verona,it Serie A,23.0,2001.0,29,8,940,1,1,2,1,23,30.8,8,307
1500,Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,21.0,2002.0,37,32,2840,0,1,1,0,83,33.3,25,1964
1501,Marin Ljubicic,hr CRO,"FW,MF",Union Berlin,de Bundesliga,22.0,2002.0,13,1,281,1,1,2,0,1,50.0,2,90
1502,Javier Llabrés,es ESP,FW,Mallorca,es La Liga,21.0,2002.0,1,1,57,0,0,0,0,3,0.0,1,29
1503,Diego Llorente,es ESP,DF,Betis,es La Liga,30.0,1993.0,30,29,2519,2,0,2,0,7,36.4,6,1915
1504,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,29.0,1995.0,33,28,2513,2,4,6,1,82,31.3,28,1808
1505,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,29.0,1995.0,31,31,2768,2,1,3,0,13,18.2,5,1885
1506,Giovani Lo Celso,ar ARG,"MF,FW",Betis,es La Liga,28.0,1996.0,25,15,1457,8,3,11,0,26,51.6,43,1167
1507,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,29.0,1994.0,32,31,2636,0,1,1,0,30,0.0,17,1967
1508,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,26.0,1998.0,36,34,2822,2,2,4,0,33,29.2,29,2752
1509,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,22.0,2002.0,2,1,97,0,0,0,0,1,0.0,0,56
1510,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,28.0,1996.0,19,10,1037,0,0,0,0,27,22.2,16,593
1511,Elysée Logbo,fr FRA,FW,Le Havre,fr Ligue 1,20.0,2004.0,1,0,27,0,0,0,0,0,0.0,0,6
1512,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,23.0,2000.0,17,7,684,0,0,0,0,3,57.1,5,532
1513,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,26.0,1997.0,25,8,798,0,0,0,0,4,16.7,4,434
1514,Ademola Lookman,ng NGA,"MF,FW",Atalanta,it Serie A,26.0,1997.0,31,28,2247,15,5,20,0,142,39.5,61,1274
1515,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,33.0,1990.0,18,18,1563,0,0,0,0,0,29.907323340471095,0,597
1516,David López,es ESP,DF,Mallorca,es La Liga,21.0,2003.0,2,2,169,0,0,0,0,0,29.907323340471095,0,71
1517,David López,es ESP,DF,Girona,es La Liga,34.0,1989.0,29,27,2429,1,1,2,0,17,25.0,4,2263
1518,Diego López,es ESP,"MF,FW",Valencia,es La Liga,22.0,2002.0,38,35,2737,8,5,13,0,76,31.8,38,1257
1519,Fer López,es ESP,"FW,MF",Celta Vigo,es La Liga,25.018973998594518,1998.6370344342938,17,7,671,2,0,2,0,27,25.0,14,365
1520,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,21.0,2003.0,28,12,1252,6,5,11,1,31,36.6,29,858
1521,Javi López,es ESP,DF,Real Sociedad,es La Liga,22.0,2002.0,29,21,1936,0,0,0,0,36,20.0,5,1247
1522,Pau López,es ESP,GK,Girona,es La Liga,29.0,1994.0,1,0,45,0,0,0,0,0,29.907323340471095,0,26
1523,Roberto López,es ESP,MF,Leganés,es La Liga,24.0,2000.0,13,3,396,0,1,1,0,3,16.7,10,242
1524,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,28.0,1995.0,32,23,1707,3,1,4,1,22,42.3,19,1410
1525,Iker Losada,es ESP,"FW,MF",Celta Vigo,es La Liga,22.0,2001.0,12,4,358,1,0,1,0,9,66.7,5,162
1526,Iker Losada,es ESP,"MF,FW",Betis,es La Liga,22.0,2001.0,10,3,336,0,0,0,0,9,20.0,6,180
1527,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,38.0,1986.0,21,13,1137,0,0,0,0,3,0.0,7,547
1528,Jordan Lotomba,ch SUI,"MF,DF",Nice,fr Ligue 1,25.0,1998.0,2,0,35,0,0,0,0,4,29.907323340471095,0,24
1529,Tom Louchet,fr FRA,"DF,MF",Nice,fr Ligue 1,21.0,2003.0,22,7,775,1,0,1,0,19,33.3,14,579
1530,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,26.0,1998.0,36,31,2308,2,3,5,0,60,24.5,32,1258
1531,Pol Lozano,es ESP,MF,Espanyol,es La Liga,24.0,1999.0,30,27,1943,0,1,1,0,18,25.0,17,1026
1532,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,23.0,2000.0,33,27,2353,12,1,13,0,15,39.1,14,641
1533,Jhon Lucumí,co COL,DF,Bologna,it Serie A,26.0,1998.0,32,29,2614,0,1,1,1,34,15.4,8,2294
1534,Yannik Lührs,de GER,DF,Dortmund,de Bundesliga,20.0,2003.0,3,1,127,0,0,0,0,2,29.907323340471095,1,176
1535,José Luis Gayà,es ESP,DF,Valencia,es La Liga,29.0,1995.0,23,22,1803,0,1,1,0,29,33.3,24,1202
1536,José Luis Palomino,ar ARG,DF,Cagliari,it Serie A,34.0,1990.0,18,10,1081,1,0,1,0,4,50.0,1,707
1537,Douglas Luiz,br BRA,MF,Juventus,it Serie A,26.0,1998.0,19,3,529,0,0,0,0,16,25.0,15,487
1538,Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31.0,1993.0,36,35,2843,14,10,24,0,31,33.3,35,725
1539,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,21.0,2002.0,23,18,1577,0,0,0,0,18,25.0,4,1445
1540,Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,26.0,1997.0,38,36,3092,11,2,13,1,131,40.9,54,1494
1541,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,27.0,1996.0,30,28,2344,0,2,2,0,39,11.1,26,1493
1542,Milos Lukovic,rs SRB,"FW,MF",Strasbourg,fr Ligue 1,18.0,2005.0,2,0,12,0,0,0,0,0,29.907323340471095,0,4
1543,Joe Lumley,eng ENG,GK,Southampton,eng Premier League,29.0,1995.0,3,3,270,0,0,0,0,0,29.907323340471095,0,164
1544,Daniel Luna,co COL,MF,Mallorca,es La Liga,21.0,2003.0,2,0,20,0,0,0,0,1,29.907323340471095,0,17
1545,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,25.0,1999.0,7,7,630,0,1,1,0,0,29.907323340471095,1,209
1546,Massimo Luongo,au AUS,MF,Ipswich Town,eng Premier League,31.0,1992.0,11,2,201,0,0,0,0,0,29.907323340471095,0,87
1547,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,27.0,1996.0,36,36,3240,1,3,4,0,22,23.8,8,1913
1548,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,22.0,2002.0,26,19,1606,2,2,4,0,70,17.4,17,477
1549,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,30.0,1993.0,17,12,1048,0,4,4,0,10,33.3,19,810
1550,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,25.0,1999.0,32,32,2733,0,1,1,0,9,12.5,8,1717
1551,Mathias Løvik,no NOR,"DF,FW",Parma,it Serie A,20.0,2003.0,6,0,92,0,0,0,0,0,0.0,1,70
1552,Othmane Maamma,ma MAR,"FW,MF",Montpellier,fr Ligue 1,18.0,2005.0,12,2,361,1,1,2,0,8,30.0,3,149
1553,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,22.0,2002.0,29,10,1139,1,2,3,0,31,26.3,19,917
1554,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,25.0,1998.0,35,30,2599,5,5,10,0,36,34.2,45,1860
1555,Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,30.0,1993.0,27,20,1805,1,4,5,2,42,21.7,20,1123
1556,Lanroy Machine,fr FRA,FW,Angers,fr Ligue 1,18.0,2005.0,2,0,8,0,0,0,0,0,0.0,0,7
1557,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,de Bundesliga,24.0,1999.0,32,23,1953,11,2,13,0,30,42.9,27,899
1558,Darwin Machís,ve VEN,"MF,FW",Valladolid,es La Liga,31.0,1993.0,18,7,639,0,1,1,0,17,14.3,8,334
1559,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,25.0,1998.0,12,10,790,0,0,0,0,25,20.0,6,493
1560,James Maddison,eng ENG,MF,Tottenham,eng Premier League,27.0,1996.0,31,21,1809,9,7,16,0,45,43.6,41,1464
1561,Eros Maddy,nl NED,DF,Auxerre,fr Ligue 1,23.0,2001.0,2,0,15,0,0,0,0,1,29.907323340471095,1,8
1562,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22.0,2002.0,32,27,2033,7,3,10,0,154,37.5,32,980
1563,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27.0,1997.0,30,28,2368,0,2,2,0,46,14.3,29,1389
1564,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,26.0,1997.0,28,28,2363,3,1,4,0,10,22.7,13,1873
1565,Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,20.0,2003.0,21,12,1025,0,1,1,1,6,37.5,7,781
1566,Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,eng Premier League,23.0,2001.0,8,0,119,0,0,0,0,4,0.0,1,101
1567,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,28.0,1995.0,17,11,1065,1,0,1,0,4,18.2,1,540
1568,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26.0,1998.0,32,27,2323,1,0,1,0,21,31.6,6,1315
1569,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,24.0,1999.0,31,17,1516,5,1,6,1,17,40.9,9,420
1570,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,31.0,1993.0,27,19,1758,1,0,1,0,7,40.0,9,1328
1571,Jon Magunazelaia,es ESP,MF,Real Sociedad,es La Liga,23.0,2001.0,2,0,7,0,0,0,0,0,29.907323340471095,0,16
1572,Arne Maier,de GER,MF,Augsburg,de Bundesliga,25.0,1999.0,28,7,938,0,0,0,1,19,33.3,25,699
1573,Mike Maignan,fr FRA,GK,Milan,it Serie A,29.0,1995.0,37,37,3294,0,0,0,0,0,29.907323340471095,5,1635
1574,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,29.0,1994.0,34,34,3060,1,1,2,0,21,32.0,7,2136
1575,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,19.0,2005.0,25,19,1651,0,0,0,0,22,13.3,14,1061
1576,Ainsley Maitland-Niles,eng ENG,DF,Lyon,fr Ligue 1,26.0,1997.0,32,20,1985,1,4,5,0,33,31.8,27,1509
1577,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,24.0,1999.0,15,15,1350,0,0,0,0,0,29.907323340471095,0,434
1578,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,26.0,1998.0,9,3,304,2,1,3,0,8,66.7,8,175
1579,Hamidou Makalou,ml MLI,"FW,MF",Brest,fr Ligue 1,18.0,2006.0,4,0,32,0,0,0,0,1,29.907323340471095,0,23
1580,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,22.0,2001.0,19,7,745,0,0,0,0,9,29.907323340471095,2,393
1581,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26.0,1998.0,33,27,2150,0,3,3,1,11,0.0,8,1367
1582,Nikola Maksimović,rs SRB,DF,Montpellier,fr Ligue 1,32.0,1991.0,7,7,581,0,0,0,0,1,0.0,2,378
1583,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,24.0,1999.0,3,2,100,0,0,0,0,3,29.907323340471095,1,62
1584,Jarzinho Malanga,de GER,DF,Stuttgart,de Bundesliga,18.0,2006.0,1,0,2,0,0,0,0,0,29.907323340471095,0,3
1585,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23.0,2001.0,10,5,454,1,1,2,0,8,33.3,2,363
1586,Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,22.0,2001.0,20,16,1306,3,0,3,0,41,33.3,12,584
1587,Daniel Maldini,it ITA,"FW,MF",Atalanta,it Serie A,22.0,2001.0,10,2,258,3,0,3,0,12,50.0,3,140
1588,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,25.0,1998.0,22,17,1510,0,1,1,1,10,17.6,12,744
1589,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,25.0,1999.0,14,2,305,3,0,3,0,12,60.0,3,129
1590,Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,25.0,1999.0,14,6,614,3,0,3,0,23,31.6,1,278
1591,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,31.0,1993.0,9,4,383,0,2,2,0,3,33.3,8,242
1592,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,24.0,1999.0,11,10,760,0,0,0,0,1,0.0,1,378
1593,Lennard Maloney,us USA,MF,Mainz 05,de Bundesliga,24.0,1999.0,5,0,26,0,0,0,0,1,29.907323340471095,0,28
1594,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,18.0,2005.0,1,0,2,0,0,0,0,0,29.907323340471095,0,0
1595,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,23.0,2000.0,34,34,3060,0,0,0,0,1,29.907323340471095,2,1163
1596,Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,25.0,1998.0,33,23,1995,4,4,8,0,67,40.8,45,1027
1597,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,24.0,1999.0,1,0,21,0,0,0,0,0,100.0,0,19
1598,Gianluca Mancini,it ITA,DF,Roma,it Serie A,28.0,1996.0,37,36,3143,2,0,2,0,45,22.7,14,2240
1599,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,39.0,1985.0,18,17,1486,0,0,0,0,0,29.907323340471095,2,523
1600,Christos Mandas,gr GRE,GK,Lazio,it Serie A,22.0,2001.0,9,9,810,0,0,0,0,0,29.907323340471095,0,351
1601,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,30.0,1994.0,19,10,941,0,0,0,0,14,100.0,2,717
1602,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,32.0,1991.0,24,20,1733,0,0,0,0,12,33.3,5,1395
1603,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27.0,1997.0,28,22,1856,4,2,6,0,11,37.8,31,1119
1604,Mateus Mane,es ESP,MF,Wolves,eng Premier League,25.018973998594518,1998.6370344342938,1,0,2,0,0,0,0,0,29.907323340471095,0,6
1605,Orel Mangala,be BEL,MF,Everton,eng Premier League,26.0,1998.0,19,14,1261,1,0,1,0,6,37.5,8,621
1606,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,26.0,1998.0,1,1,67,0,0,0,0,1,0.0,1,42
1607,Ryan Manning,ie IRL,"DF,MF",Southampton,eng Premier League,28.0,1996.0,24,18,1462,0,1,1,0,14,12.5,34,968
1608,Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30.0,1994.0,10,7,515,0,0,0,0,3,29.907323340471095,0,413
1609,Johan Manzambi,ch SUI,"FW,MF",Freiburg,de Bundesliga,18.0,2005.0,11,4,335,2,1,3,0,7,27.3,3,209
1610,Alberto Manzoni,it ITA,MF,Atalanta,it Serie A,19.0,2005.0,1,0,6,0,0,0,0,0,0.0,0,14
1611,Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22.0,2002.0,25,7,768,1,1,2,0,9,26.3,5,303
1612,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,21.0,2002.0,2,1,46,0,0,0,0,0,29.907323340471095,0,24
1613,Alessandro Marcandalli,it ITA,DF,Venezia,it Serie A,21.0,2002.0,8,5,354,0,0,0,0,2,50.0,0,200
1614,Marcão,br BRA,DF,Sevilla,es La Liga,28.0,1996.0,12,6,552,0,0,0,1,0,29.907323340471095,0,382
1615,Solly March,eng ENG,"FW,MF",Brighton,eng Premier League,30.0,1994.0,8,1,168,0,0,0,0,5,0.0,3,118
1616,Filip Marchwiński,pl POL,MF,Lecce,it Serie A,22.0,2002.0,1,0,15,0,0,0,0,0,29.907323340471095,0,5
1617,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,35.0,1989.0,26,17,1564,0,4,4,0,26,25.0,19,1158
1618,Alberto Marí,es ESP,FW,Valencia,es La Liga,23.0,2001.0,1,0,7,0,0,0,0,0,29.907323340471095,0,4
1619,Pablo Marí,es ESP,DF,Monza,it Serie A,30.0,1993.0,19,19,1628,0,0,0,1,5,0.0,3,1296
1620,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,30.0,1993.0,13,12,1098,0,0,0,0,2,20.0,0,784
1621,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,29.0,1995.0,27,20,1999,0,1,1,0,3,20.0,2,1582
