Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,G+A,CrdR,PrgC,SoT%,KP,Touches
1622,Luca Marianucci,it ITA,DF,Empoli,it Serie A,20.0,2004.0,18,12,1069,0,0,0,1,12,25.0,3,609
1623,Mirko Marić,hr CRO,"FW,MF",Monza,it Serie A,29.0,1995.0,8,1,106,0,0,0,0,1,0.0,1,54
1624,Mirko Marić,hr CRO,FW,Venezia,it Serie A,29.0,1995.0,10,4,356,0,0,0,0,4,0.0,2,161
1625,Arkaitz Mariezkurrena,es ESP,"FW,MF",Real Sociedad,es La Liga,19.0,2005.0,9,1,241,2,0,2,0,3,50.0,2,105
1626,Rafa Marín,es ESP,DF,Napoli,it Serie A,22.0,2002.0,4,1,142,0,0,0,0,2,50.0,0,131
1627,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,21.0,2003.0,23,14,1239,1,2,3,0,20,33.3,14,641
1628,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,28.0,1996.0,33,13,1406,3,2,5,0,22,38.1,34,860
1629,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,30.0,1994.0,28,27,2340,1,1,2,1,14,41.7,5,1636
1630,Mika Mármol,es ESP,DF,Las Palmas,es La Liga,23.0,2001.0,30,27,2399,0,1,1,0,33,0.0,16,1820
1631,Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,25.0,1999.0,16,14,1175,7,0,7,0,29,34.7,15,504
1632,Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,25.0,1999.0,17,17,1448,15,9,24,0,73,45.3,34,671
1633,Mario Maroto,es ESP,MF,Valladolid,es La Liga,20.0,2003.0,2,0,64,0,1,1,0,0,0.0,1,49
1634,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,30.0,1994.0,22,19,1725,2,0,2,0,29,37.5,9,1990
1635,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,22.0,2001.0,2,2,180,0,0,0,0,0,29.907323340471095,0,66
1636,Ange Martial Tia,ml MLI,"MF,DF",Reims,fr Ligue 1,17.0,2006.0,6,2,171,0,0,0,0,2,50.0,2,92
1637,Aarón Martín,es ESP,DF,Genoa,it Serie A,27.0,1997.0,36,35,3085,0,8,8,0,50,25.0,65,1951
1638,Carlos Martín,es ESP,"FW,MF",Alavés,es La Liga,22.0,2002.0,26,16,1333,2,2,4,0,13,46.2,13,612
1639,Diego Martín,es ESP,FW,Las Palmas,es La Liga,20.0,2003.0,2,0,40,0,0,0,0,1,0.0,0,19
1640,Gerard Martín,es ESP,DF,Barcelona,es La Liga,22.0,2002.0,28,11,1038,1,3,4,0,10,28.6,12,909
1641,Iván Martín,es ESP,MF,Girona,es La Liga,25.0,1999.0,32,24,2039,1,1,2,0,57,27.3,22,1577
1642,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,18.0,2006.0,13,6,904,0,1,1,0,4,11.1,4,677
1643,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,34.0,1990.0,17,5,496,1,0,1,0,8,33.3,3,369
1644,Mario Martín,es ESP,MF,Valladolid,es La Liga,20.0,2004.0,30,20,1748,0,1,1,3,18,46.4,12,1083
1645,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,23.0,2001.0,33,25,2290,8,4,12,0,124,43.6,40,994
1646,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,21.0,2003.0,32,30,2624,2,2,4,0,41,31.6,18,2108
1647,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,31.0,1992.0,37,37,3194,0,0,0,1,0,29.907323340471095,2,1449
1648,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,33.0,1991.0,28,28,2490,0,4,4,0,70,15.4,16,2652
1649,Javi Martínez,es ESP,MF,Osasuna,es La Liga,24.0,1999.0,1,0,6,0,0,0,0,0,29.907323340471095,0,10
1650,Josep Martinez,es ESP,GK,Inter,it Serie A,26.0,1998.0,5,5,450,0,0,0,0,0,29.907323340471095,1,246
1651,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,26.0,1997.0,30,30,2474,12,3,15,0,34,33.3,36,981
1652,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,26.0,1998.0,20,20,1751,2,1,3,0,23,35.3,9,1524
1653,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,28.0,1996.0,8,4,351,1,0,1,0,3,33.3,1,316
1654,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,21.0,2002.0,5,2,261,1,0,1,0,1,75.0,1,167
1655,Toni Martínez,es ESP,FW,Alavés,es La Liga,27.0,1997.0,28,9,1012,4,0,4,0,13,32.6,11,401
1656,Kevin Martins,it ITA,"MF,DF",Monza,it Serie A,19.0,2005.0,9,1,183,0,1,1,0,3,29.907323340471095,2,80
1657,Javi Martón,es ESP,"FW,MF",Athletic Club,es La Liga,25.0,1999.0,3,0,53,0,0,0,0,0,29.907323340471095,0,14
1658,Adam Marušić,me MNE,DF,Lazio,it Serie A,31.0,1992.0,35,26,2337,4,0,4,0,23,43.5,13,1433
1659,Marvin,es ESP,"DF,FW",Las Palmas,es La Liga,24.0,2000.0,23,9,1038,0,0,0,0,29,0.0,6,658
1660,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,31.0,1993.0,32,21,1992,1,0,1,1,10,22.2,3,1189
1661,Adam Masina,ma MAR,DF,Torino,it Serie A,30.0,1994.0,28,20,1919,1,2,3,0,15,25.0,4,1502
1662,Patrizio Masini,it ITA,MF,Genoa,it Serie A,23.0,2001.0,26,16,1538,1,0,1,0,16,12.5,6,878
1663,Giorgos Masouras,gr GRE,"FW,MF",Bochum,de Bundesliga,30.0,1994.0,14,12,1055,2,1,3,0,26,50.0,10,403
1664,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,25.0,1998.0,16,10,910,1,1,2,0,1,57.1,3,539
1665,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,23.0,2001.0,17,11,1046,0,0,0,0,13,50.0,3,548
1666,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,31.0,1992.0,29,27,2370,0,4,4,0,20,0.0,11,1877
1667,Jaime Mata,es ESP,"FW,MF",Las Palmas,es La Liga,35.0,1988.0,30,4,656,0,0,0,0,6,35.3,3,270
1668,Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,21.0,2003.0,16,2,312,1,0,1,0,2,33.3,1,133
1669,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,21.0,2002.0,36,22,1913,3,2,5,0,33,38.2,15,1253
1670,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,22.0,2002.0,3,1,68,0,0,0,0,0,29.907323340471095,1,54
1671,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,27.0,1997.0,37,33,2648,14,2,16,0,45,42.6,29,739
1672,Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,35.0,1988.0,29,25,2010,0,1,1,0,35,50.0,17,1569
1673,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,16.0,2008.0,5,0,66,0,0,0,0,1,29.907323340471095,0,29
1674,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,22.0,2002.0,30,28,2551,1,1,2,0,14,14.3,5,1669
1675,Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,19.0,2005.0,24,10,921,2,3,5,0,24,30.0,18,475
1676,Alan Matturro,uy URU,DF,Genoa,it Serie A,19.0,2004.0,13,9,900,0,0,0,0,12,75.0,3,458
1677,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,26.0,1998.0,29,23,2078,1,3,4,0,19,18.2,17,1358
1678,Neal Maupay,fr FRA,FW,Marseille,fr Ligue 1,27.0,1996.0,22,13,1042,4,4,8,1,12,52.6,13,386
1679,Maurides,br BRA,FW,St. Pauli,de Bundesliga,30.0,1994.0,1,0,2,0,0,0,0,0,29.907323340471095,0,2
1680,Stephy Mavididi,eng ENG,FW,Leicester City,eng Premier League,26.0,1998.0,30,16,1615,4,1,5,0,91,26.9,22,863
1681,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,26.0,1997.0,33,21,2045,0,0,0,1,17,27.8,5,1532
1682,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,19.0,2005.0,22,17,1501,0,0,0,0,13,100.0,1,1138
1683,Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,de Bundesliga,20.0,2004.0,19,1,252,2,2,4,0,10,57.1,10,135
1684,Borja Mayoral,es ESP,FW,Getafe,es La Liga,27.0,1997.0,24,7,1114,5,1,6,0,10,42.1,8,366
1685,Senny Mayulu,fr FRA,MF,Paris S-G,fr Ligue 1,18.0,2006.0,20,8,808,2,2,4,0,29,32.0,12,592
1686,Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,26.0,1997.0,37,34,2838,0,1,1,0,42,23.1,20,2139
1687,Andrea Mazza,it ITA,GK,Monza,it Serie A,20.0,2004.0,1,0,8,0,0,0,0,0,29.907323340471095,0,7
1688,Luca Mazzitelli,it ITA,MF,Como,it Serie A,28.0,1995.0,11,3,335,1,1,2,0,2,42.9,6,235
1689,Pasquale Mazzocchi,it ITA,"DF,FW",Napoli,it Serie A,29.0,1995.0,20,7,702,0,0,0,0,20,33.3,5,385
1690,Samuel Mbangula,be BEL,FW,Juventus,it Serie A,20.0,2004.0,23,7,709,3,3,6,0,25,55.6,15,349
1691,Ethan Mbappé,fr FRA,"MF,FW",Lille,fr Ligue 1,17.0,2006.0,10,1,222,0,0,0,0,6,36.4,6,177
1692,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,25.0,1998.0,34,34,2907,31,3,34,1,150,49.3,51,1572
1693,Ibrahim Mbaye,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,16.0,2008.0,9,4,340,1,1,2,0,15,58.3,3,198
1694,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,24.0,1999.0,38,38,3414,20,7,27,0,130,43.0,70,1781
1695,James Mcatee,eng ENG,"MF,FW",Manchester City,eng Premier League,21.0,2002.0,15,3,349,3,0,3,0,7,33.3,3,168
1696,Kasey McAteer,ie IRL,FW,Leicester City,eng Premier League,22.0,2001.0,18,9,852,1,1,2,0,19,53.8,9,379
1697,Oliver McBurnie,sct SCO,FW,Las Palmas,es La Liga,28.0,1996.0,34,20,1837,3,6,9,0,7,37.5,24,605
1698,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,34.0,1989.0,5,5,450,0,0,0,0,0,29.907323340471095,0,173
1699,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,29.0,1994.0,34,27,2223,1,4,5,0,32,16.1,31,1072
1700,Scott McKenna,sct SCO,DF,Las Palmas,es La Liga,27.0,1996.0,29,28,2466,0,0,0,1,11,0.0,4,1745
1701,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,25.0,1998.0,32,27,2310,2,4,6,0,28,36.4,32,1350
1702,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,25.0,1999.0,30,29,2496,1,1,2,1,10,25.0,4,1648
1703,Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,24.0,1999.0,21,15,1371,4,6,10,0,38,40.0,37,748
1704,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,27.0,1996.0,2,0,19,0,0,0,0,0,0.0,0,14
1705,Scott McTominay,sct SCO,MF,Napoli,it Serie A,27.0,1996.0,34,33,2938,12,4,16,0,56,43.4,26,1314
1706,Jakov Medić,hr CRO,DF,Bochum,de Bundesliga,25.0,1998.0,23,17,1603,1,0,1,0,2,21.4,3,975
1707,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,25.0,1999.0,29,29,2543,0,1,1,1,46,11.1,24,2176
1708,Ben Mee,eng ENG,DF,Brentford,eng Premier League,34.0,1989.0,7,2,183,0,0,0,0,3,29.907323340471095,0,138
1709,Jayden Meghoma,eng ENG,DF,Brentford,eng Premier League,18.0,2006.0,1,0,5,0,0,0,0,0,29.907323340471095,0,3
1710,Henrik Meister,dk DEN,FW,Rennes,fr Ligue 1,20.0,2003.0,4,0,63,1,0,1,0,2,50.0,2,31
1711,Bamo Meïté,ci CIV,DF,Montpellier,fr Ligue 1,22.0,2001.0,7,6,424,0,0,0,1,1,0.0,0,210
1712,Bamo Meïté,ci CIV,DF,Marseille,fr Ligue 1,22.0,2001.0,3,0,26,0,0,0,0,0,29.907323340471095,0,31
1713,Mohamed Meité,fr FRA,FW,Rennes,fr Ligue 1,16.0,2007.0,12,5,544,2,0,2,0,8,33.3,5,155
1714,Mateo Mejía,es ESP,FW,Sevilla,es La Liga,21.0,2003.0,1,0,11,0,0,0,0,0,29.907323340471095,0,2
1715,Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,27.0,1997.0,32,22,1893,2,3,5,0,62,30.4,25,842
1716,Filippo Melegoni,it ITA,"MF,FW",Genoa,it Serie A,25.0,1999.0,3,1,89,0,1,1,0,0,0.0,1,27
1717,Arthur Melo,br BRA,MF,Girona,es La Liga,27.0,1996.0,15,10,941,0,0,0,0,24,16.7,5,806
1718,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,22.0,2002.0,24,19,1676,1,3,4,0,58,42.9,30,1701
1719,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,27.0,1997.0,27,19,1531,3,2,5,0,32,32.1,23,1020
1720,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,20.0,2004.0,18,8,825,0,0,0,0,12,11.1,2,595
1721,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,29.0,1995.0,14,12,1005,0,1,1,1,12,29.907323340471095,3,739
1722,Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,32.0,1992.0,10,7,588,0,1,1,0,2,0.0,1,357
1723,Nobel Mendy,fr FRA,DF,Betis,es La Liga,19.0,2004.0,2,1,108,0,0,0,0,0,29.907323340471095,0,71
1724,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,26.0,1998.0,29,26,2280,0,1,1,0,52,25.0,22,1627
1725,Alex Meret,it ITA,GK,Napoli,it Serie A,27.0,1997.0,34,34,3005,0,0,0,0,0,29.907323340471095,0,1290
1726,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,28.0,1996.0,28,17,1586,7,2,9,1,11,34.2,17,783
1727,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,22.0,2002.0,27,21,1589,1,3,4,0,40,34.6,25,1296
1728,Víctor Meseguer,es ESP,MF,Valladolid,es La Liga,25.0,1999.0,14,2,418,0,0,0,0,2,0.0,1,234
1729,Rafik Messali,fr FRA,DF,Toulouse,fr Ligue 1,21.0,2003.0,13,5,456,0,1,1,0,13,0.0,11,298
1730,Junior Messias,br BRA,"MF,FW",Genoa,it Serie A,33.0,1991.0,17,8,847,1,1,2,0,32,29.4,8,397
1731,Connor Metcalfe,au AUS,"MF,FW",St. Pauli,de Bundesliga,24.0,1999.0,10,3,358,0,0,0,1,6,50.0,3,156
1732,Karol Mets,ee EST,DF,St. Pauli,de Bundesliga,31.0,1993.0,10,10,900,0,0,0,0,5,0.0,3,736
1733,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,32.0,1991.0,30,21,1928,2,0,2,0,64,39.3,13,1736
1734,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,33.0,1991.0,2,2,180,0,0,0,0,0,29.907323340471095,1,87
1735,Shumaira Mheuka,eng ENG,MF,Chelsea,eng Premier League,16.0,2007.0,1,0,1,0,0,0,0,0,100.0,0,2
1736,Lucas Michal,fr FRA,"FW,MF",Monaco,fr Ligue 1,19.0,2005.0,8,0,117,0,0,0,0,4,33.3,1,64
1737,Florian Micheler,at AUT,MF,Hoffenheim,de Bundesliga,19.0,2005.0,1,0,32,0,0,0,0,1,29.907323340471095,0,12
1738,Miguel,es ESP,FW,Leganés,es La Liga,24.0,1999.0,34,17,1724,1,3,4,0,14,42.4,7,472
1739,Valentin Mihaila,ro ROU,"FW,MF",Parma,it Serie A,24.0,2000.0,21,16,1288,0,3,3,0,25,35.5,17,582
1740,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,23.0,2000.0,34,13,1449,11,6,17,0,37,42.3,21,653
1741,Igor Miladinović,rs SRB,"FW,MF",Saint-Étienne,fr Ligue 1,21.0,2003.0,3,0,26,0,0,0,0,0,29.907323340471095,0,20
1742,Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,26.0,1997.0,37,37,3330,5,2,7,0,3,27.6,9,1412
1743,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,18.0,2006.0,14,1,313,1,0,1,0,2,66.7,1,235
1744,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,27.0,1997.0,37,37,3330,0,0,0,0,0,29.907323340471095,3,1737
1745,Éder Militão,br BRA,DF,Real Madrid,es La Liga,26.0,1998.0,12,11,938,1,1,2,0,7,30.0,6,819
1746,Luis Milla,es ESP,MF,Getafe,es La Liga,29.0,1994.0,33,32,2875,1,4,5,0,32,22.6,70,1802
1747,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,31.0,1992.0,20,1,456,3,0,3,0,9,45.5,5,239
1748,Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,22.0,2002.0,29,22,1843,6,5,11,0,44,39.5,23,1397
1749,James Milner,eng ENG,MF,Brighton,eng Premier League,38.0,1986.0,4,3,170,0,0,0,0,1,0.0,4,93
1750,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,27.0,1996.0,27,27,2283,2,0,2,0,16,71.4,6,2764
1751,Yerry Mina,co COL,DF,Cagliari,it Serie A,29.0,1994.0,31,31,2569,1,0,1,1,17,30.8,4,1797
1752,Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,29.0,1995.0,31,27,2231,6,3,9,0,51,35.1,40,1016
1753,Lucas Mincarelli,fr FRA,DF,Montpellier,fr Ligue 1,20.0,2004.0,10,8,715,1,0,1,0,15,28.6,3,462
1754,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,31.0,1993.0,14,12,1120,0,0,0,0,7,11.1,3,794
1755,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,25.0,1999.0,34,31,2729,4,6,10,1,69,30.3,35,2460
1756,Kim Minsu,kr KOR,"MF,FW",Girona,es La Liga,18.0,2006.0,3,0,22,0,0,0,0,0,29.907323340471095,0,18
1757,Yankuba Minteh,gm GAM,"FW,MF",Brighton,eng Premier League,20.0,2004.0,32,20,1838,6,4,10,0,90,47.1,29,836
1758,Bojan Miovski,mk MKD,FW,Girona,es La Liga,25.0,1999.0,17,12,869,2,1,3,0,4,28.6,4,182
1759,Rafa Mir,es ESP,"FW,MF",Valencia,es La Liga,27.0,1997.0,20,5,753,1,2,3,0,10,25.9,4,294
1760,Juan Miranda,es ESP,DF,Bologna,it Serie A,24.0,2000.0,31,25,2277,0,6,6,1,34,22.7,57,2080
1761,Fabio Miretti,it ITA,"MF,FW",Genoa,it Serie A,20.0,2003.0,25,22,1677,3,3,6,0,33,25.0,22,847
1762,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,24.0,1999.0,37,37,3092,0,5,5,0,63,25.0,41,1754
1763,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,eng Premier League,27.0,1997.0,36,28,2603,10,4,14,0,146,47.4,37,1375
1764,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,27.0,1997.0,31,28,2469,1,7,8,0,62,19.0,47,2385
1765,Koji Miyoshi,jp JPN,"FW,MF",Bochum,de Bundesliga,27.0,1997.0,15,6,464,1,0,1,1,11,41.7,5,201
1766,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,35.0,1989.0,31,29,2328,1,4,5,0,72,8.7,29,1747
1767,Jakub Moder,pl POL,MF,Brighton,eng Premier League,25.0,1999.0,4,0,11,0,0,0,0,2,29.907323340471095,3,27
1768,Rui Modesto,ao ANG,"DF,MF",Udinese,it Serie A,24.0,1999.0,20,4,608,0,1,1,0,16,66.7,14,388
1769,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,38.0,1985.0,35,17,1827,2,6,8,0,62,27.3,66,2124
1770,Max Moerstedt,de GER,FW,Hoffenheim,de Bundesliga,25.018973998594518,1998.6370344342938,12,5,451,0,0,0,0,6,33.3,7,159
1771,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,25.0,1999.0,5,0,58,1,0,1,0,1,66.7,0,17
1772,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,26.0,1997.0,30,11,1252,5,0,5,0,11,37.2,6,452
1773,Johan Mojica,co COL,DF,Mallorca,es La Liga,31.0,1992.0,36,30,2755,1,2,3,0,66,17.6,40,1949
1774,David Mokwa,fr FRA,"DF,FW",Hoffenheim,de Bundesliga,20.0,2004.0,2,0,22,0,0,0,0,0,100.0,0,11
1775,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,20.0,2003.0,35,32,2714,6,1,7,0,97,35.3,41,1416
1776,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,26.0,1998.0,30,17,1590,0,3,3,0,35,11.1,13,1366
1777,Florent Mollet,fr FRA,"MF,FW",Nantes,fr Ligue 1,32.0,1991.0,9,3,242,0,0,0,0,3,33.3,6,125
1778,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,26.0,1998.0,32,26,2099,0,0,0,0,25,42.9,33,1198
1779,Jeremy Monga,es ESP,"FW,MF",Leicester City,eng Premier League,25.018973998594518,1998.6370344342938,7,0,112,0,0,0,0,6,33.3,1,51
1780,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,es La Liga,27.0,1997.0,6,1,113,0,0,0,0,3,0.0,0,99
1781,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,28.0,1996.0,36,36,3240,0,0,0,0,0,29.907323340471095,0,1170
1782,Mikey Moore,eng ENG,FW,Tottenham,eng Premier League,16.0,2007.0,10,3,366,0,1,1,0,12,0.0,3,142
1783,Álvaro Morata,es ESP,"FW,MF",Milan,it Serie A,31.0,1992.0,16,13,1099,5,0,5,0,18,37.0,7,383
1784,Morato,br BRA,DF,Nott'ham Forest,eng Premier League,23.0,2001.0,26,6,907,0,0,0,0,1,50.0,0,457
1785,Diego Moreira,pt POR,"DF,MF",Strasbourg,fr Ligue 1,19.0,2004.0,32,29,2568,2,7,9,1,99,32.0,30,1701
1786,Alberto Moreno,es ESP,DF,Como,it Serie A,32.0,1992.0,24,21,1727,0,0,0,0,23,42.9,19,1224
1787,Álex Moreno,es ESP,"DF,MF",Nott'ham Forest,eng Premier League,31.0,1993.0,15,11,955,0,1,1,0,26,0.0,8,559
1788,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,32.0,1992.0,17,6,721,3,2,5,0,19,39.1,17,404
1789,Matias Moreno,ar ARG,DF,Fiorentina,it Serie A,20.0,2003.0,4,2,144,0,0,0,0,1,29.907323340471095,1,98
1790,Xavier Moreno,es ESP,FW,Valladolid,es La Liga,19.0,2004.0,1,1,45,0,0,0,0,1,29.907323340471095,0,17
1791,Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,27.0,1996.0,31,23,2021,3,2,5,0,48,31.7,25,983
1792,Mateu Morey,es ESP,DF,Mallorca,es La Liga,24.0,2000.0,16,8,741,0,0,0,0,17,33.3,4,502
1793,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,21.0,2003.0,33,22,2132,1,1,2,1,34,32.4,20,1305
1794,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,25.0,1999.0,23,15,1338,0,0,0,0,16,9.1,10,845
1795,Nikola Moro,hr CRO,MF,Bologna,it Serie A,26.0,1998.0,22,15,1208,0,2,2,0,17,14.3,20,923
1796,Raúl Moro,es ESP,"MF,FW",Valladolid,es La Liga,21.0,2002.0,33,26,2341,4,5,9,0,112,34.8,44,1050
1797,Sam Morsy,eg EGY,MF,Ipswich Town,eng Premier League,32.0,1991.0,33,31,2751,1,1,2,0,22,23.1,24,1683
1798,Gabriel Moscardo,br BRA,"MF,DF",Reims,fr Ligue 1,18.0,2005.0,6,0,84,0,0,0,0,1,0.0,0,54
1799,Cristhian Mosquera,es ESP,DF,Valencia,es La Liga,20.0,2004.0,37,37,3319,1,0,1,0,35,40.0,0,2367
1800,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,24.0,1999.0,35,12,1375,5,1,6,0,17,26.3,12,509
1801,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,23.0,2001.0,5,5,441,0,0,0,0,0,0.0,2,294
1802,Dany Mota,pt POR,"FW,MF",Monza,it Serie A,26.0,1998.0,31,24,2104,5,2,7,0,53,26.2,22,820
1803,Yael Mouanga,fr FRA,DF,Montpellier,fr Ligue 1,19.0,2005.0,14,10,946,0,0,0,0,4,0.0,2,589
1804,Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,23.0,2001.0,22,13,1039,0,1,1,0,20,20.0,10,554
1805,Youssoufa Moukoko,de GER,"FW,MF",Nice,fr Ligue 1,19.0,2004.0,11,2,204,2,1,3,0,2,33.3,5,75
1806,Steve Mounié,bj BEN,"FW,MF",Augsburg,de Bundesliga,29.0,1994.0,16,1,347,1,0,1,0,8,31.8,1,164
1807,Mason Mount,eng ENG,MF,Manchester Utd,eng Premier League,25.0,1999.0,17,8,622,1,0,1,0,15,45.0,8,339
1808,Santiago Mouriño,uy URU,DF,Alavés,es La Liga,22.0,2002.0,25,20,1849,0,1,1,0,14,23.1,7,952
1809,Louis Mouton,fr FRA,MF,Saint-Étienne,fr Ligue 1,22.0,2002.0,24,12,1045,0,1,1,0,18,15.8,16,703
1810,Divin Mubama,eng ENG,FW,Manchester City,eng Premier League,19.0,2004.0,1,0,28,0,0,0,0,0,0.0,0,5
1811,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,23.0,2001.0,7,1,151,0,0,0,0,7,100.0,2,62
1812,Ngal'Ayel Mukau,cd COD,MF,Lille,fr Ligue 1,19.0,2004.0,22,14,1190,0,1,1,0,19,18.2,12,778
1813,Nordi Mukiele,fr FRA,DF,Leverkusen,de Bundesliga,26.0,1997.0,15,10,899,1,0,1,0,20,42.9,9,725
1814,Florian Müller,de GER,GK,Freiburg,de Bundesliga,26.0,1997.0,9,8,753,0,0,0,0,0,29.907323340471095,0,337
1815,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,33.0,1991.0,33,33,2939,0,0,0,0,0,29.907323340471095,0,1393
1816,Marius Müller,de GER,GK,Wolfsburg,de Bundesliga,31.0,1993.0,6,5,475,0,0,0,0,0,29.907323340471095,0,231
1817,Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,34.0,1989.0,30,12,1225,1,4,5,0,24,36.7,35,763
1818,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,26.0,1998.0,24,24,2017,2,1,3,1,12,30.0,1,1351
1819,Marshall Munetsi,zw ZIM,"MF,FW",Wolves,eng Premier League,28.0,1996.0,14,12,1078,2,1,3,0,9,31.8,9,364
1820,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,28.0,1996.0,19,19,1692,4,2,6,0,8,31.3,19,594
1821,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,23.0,2001.0,31,8,964,8,1,9,0,6,48.7,7,311
1822,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,26.0,1997.0,21,13,1098,0,0,0,0,26,0.0,3,763
